"TOA5","CR1000_PB1010","CR1000","67005","CR1000.Std.27","CPU:Celestino_tower20150210kk.CR1","36111","Table1"
"TIMESTAMP","RECORD","PBID","AirTC_Max","AirTC_Min","AirTC_Avg","RH_Max","RH_Min","RH_Avg","WS_ms_Max","WS_ms_Min","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","SlrW_N_Avg","SlrW_S_Avg","PARDen_N_Avg","PARDen_S_Avg","RainTB3_mm_Tot"
"TS","RN","","Deg C","Deg C","Deg C","%","%","%","meters/second","meters/second","meters/second","Deg","Deg","W/m^2","W/m^2","umol/s*m^2","umol/s*m^2","mm"
"","","Smp","Max","Min","Avg","Max","Min","Avg","Max","Min","WVc","WVc","WVc","Avg","Avg","Avg","Avg","Tot"
"2015-02-16 22:05:00",919,1010,23.35,23.12,23.25,92.2,91.6,91.9,7.232,2.666,4.939,10.74,13.9,0,0,0,0,0
"2015-02-16 22:10:00",920,1010,23.42,23.08,23.25,92.4,92,92.2,6.978,2.47,5.361,12.8,13.04,0,0,0,0,0
"2015-02-16 22:15:00",921,1010,23.35,23.12,23.26,92.5,92,92.2,6.684,2.332,4.699,15.85,15.91,0,0,0,0,0
"2015-02-16 22:20:00",922,1010,23.32,23.08,23.2,92.8,92.4,92.6,7.33,2.078,4.69,4.541,14.5,0,0,0,0,0
"2015-02-16 22:25:00",923,1010,23.32,23.08,23.2,92.6,91.9,92.3,8.82,2.43,5.927,0.6,17.83,0,0,0,0,0
"2015-02-16 22:30:00",924,1010,23.42,23.15,23.26,92.3,91.8,92.1,8.49,3.097,6.452,2.943,15.53,0,0,0,0,0
"2015-02-16 22:35:00",925,1010,23.39,23.15,23.27,92.2,91.2,91.8,10.39,2.313,6.835,360,17.09,0,0,0,0,0
"2015-02-16 22:40:00",926,1010,23.45,23.22,23.34,91.2,89.8,90.6,10.02,4.018,7.117,1.902,14.76,0,0,0,0,0
"2015-02-16 22:45:00",927,1010,23.49,23.25,23.39,90,89.3,89.6,8.66,3.45,6.248,355,18.66,0,0,0,0,0
"2015-02-16 22:50:00",928,1010,23.59,23.25,23.4,89.4,88.3,89.1,9.33,5.253,6.975,359.3,22.45,0,0,0.001,0,0
"2015-02-16 22:55:00",929,1010,23.62,23.39,23.52,89.2,88.3,88.7,8.58,3.469,6.179,357.4,18.28,0,0,0,0,0
"2015-02-16 23:00:00",930,1010,23.62,23.39,23.51,89.3,88.3,88.8,8.39,2.764,5.954,358.5,11.04,0,0,0,0,0
"2015-02-16 23:05:00",931,1010,23.59,23.39,23.5,89.6,88.8,89.1,7.546,1.94,4.556,2.82,17.71,0,0,0,0,0
"2015-02-16 23:10:00",932,1010,23.55,23.39,23.47,89.9,89.5,89.7,6.566,4.194,5.334,2.606,22.67,0,0,0,0,0
"2015-02-16 23:15:00",933,1010,23.59,23.32,23.46,90.1,89.7,89.8,7.899,3.254,5.691,350.4,13.39,0,0,0,0,0
"2015-02-16 23:20:00",934,1010,23.52,23.28,23.4,90.1,88.3,89.9,8.64,3.685,6.205,351.4,15.34,0,0,0,0,0
"2015-02-16 23:25:00",935,1010,23.59,23.35,23.47,89.4,88.5,89,9.17,2.332,5.745,354.4,14.81,0,0,0.001,0,0
"2015-02-16 23:30:00",936,1010,23.55,23.39,23.47,89.6,89.1,89.3,8.35,4.155,6.094,349.9,12.57,0,0,0.001,0,0
"2015-02-16 23:35:00",937,1010,23.62,23.35,23.49,90,89.2,89.5,7.213,3.704,5.426,352.3,12.62,0,0,0,0,0
"2015-02-16 23:40:00",938,1010,23.55,23.32,23.45,90.4,89.6,90,9.8,3.528,6.636,359.7,12.67,0,0,0.001,0,0
"2015-02-16 23:45:00",939,1010,23.59,23.35,23.47,90.4,89.6,90,11.11,3.469,6.86,356.7,11.76,0,0,0,0,0
"2015-02-16 23:50:00",940,1010,23.55,23.28,23.43,90.6,90,90.4,9.35,4.136,6.652,3.576,15.31,0,0,0,0,0
"2015-02-16 23:55:00",941,1010,23.52,23.28,23.38,90.8,89.7,90.3,9.96,4.626,7.351,5.143,9.78,0,0,0.001,0,0
"2015-02-17 00:00:00",942,1010,23.55,23.28,23.39,90.4,89.3,89.8,9.9,3.234,6.56,3.814,23.89,0,0,0.001,0,0
"2015-02-17 00:05:00",943,1010,23.52,23.28,23.41,90.4,89.5,90,9.43,3.626,6.503,1.179,14.71,0,0,0.001,0,0
"2015-02-17 00:10:00",944,1010,23.49,23.22,23.34,89.6,89.1,89.3,9.31,3.587,7,5.372,15.01,0,0,0.001,0,0
"2015-02-17 00:15:00",945,1010,23.42,23.18,23.3,89.9,88.7,89.5,9.31,3.293,6.371,7.422,15.84,0,0,0.001,0,0
"2015-02-17 00:20:00",946,1010,23.39,23.12,23.23,90,89.3,89.7,8.43,2.783,5.861,6.469,15.17,0,0,0,0,0
"2015-02-17 00:25:00",947,1010,23.35,23.08,23.22,89.9,89.2,89.5,8.04,3.489,5.917,1.24,13.94,0,0,0,0,0
"2015-02-17 00:30:00",948,1010,23.28,23.05,23.18,89.9,88.6,89.3,8.84,2.822,5.889,2.077,14.68,0,0,0,0,0
"2015-02-17 00:35:00",949,1010,23.32,23.08,23.18,89.6,89,89.2,6.86,2.764,5.259,0.501,22,0,0,0,0,0
"2015-02-17 00:40:00",950,1010,23.32,23.05,23.2,89.7,88.4,88.9,8.84,4.488,6.733,2.924,21.19,0,0,0,0,0
"2015-02-17 00:45:00",951,1010,23.35,23.12,23.23,89.2,88.3,88.8,8.33,1.842,5.057,0.322,11.78,0,0,0,0,0
"2015-02-17 00:50:00",952,1010,23.32,23.08,23.17,89.5,88.6,89.1,8.39,3.9,5.633,11.58,15.77,0,0,0,0,0
"2015-02-17 00:55:00",953,1010,23.18,22.95,23.07,89.8,89.2,89.5,7.762,2.822,5.698,10.09,14.3,0,0,0,0,0
"2015-02-17 01:00:00",954,1010,23.18,22.91,23.06,89.7,89.1,89.4,9.33,3.077,6.257,2.965,18.6,0,0,0,0,0
"2015-02-17 01:05:00",955,1010,23.22,22.95,23.04,89.8,89.4,89.6,7.958,3.508,5.743,5.152,19.97,0,0,0,0,0
"2015-02-17 01:10:00",956,1010,23.12,22.91,23,90.2,89.6,89.9,8.15,2.94,4.865,11.11,15.89,0,0,0,0,0
"2015-02-17 01:15:00",957,1010,23.15,22.88,23.02,90.5,89.9,90.2,8.06,2.019,4.814,5.762,19.32,0,0,0,0,0
"2015-02-17 01:20:00",958,1010,23.22,22.98,23.11,90.4,89.8,90.1,7.958,2.999,5.21,357.6,18.33,0,0,0.001,0,0
"2015-02-17 01:25:00",959,1010,23.22,22.98,23.09,91,90.3,90.7,7.174,3.489,5.102,357.5,14.19,0,0,0,0,0
"2015-02-17 01:30:00",960,1010,23.22,22.95,23.06,91.2,90.5,90.9,8.7,2.96,6.632,7.867,11.06,0,0,0.001,0,0
"2015-02-17 01:35:00",961,1010,23.25,22.98,23.12,90.7,90.1,90.4,8.41,2.626,6.061,357.5,19.67,0,0,0,0,0
"2015-02-17 01:40:00",962,1010,23.25,22.98,23.11,90.5,88.7,89.3,9.13,3.567,6.824,4.236,11.51,0,0,0,0,0
"2015-02-17 01:45:00",963,1010,23.28,22.98,23.12,89.6,88.6,89.2,8.23,2.254,6.097,3.543,13.33,0,0,0,0,0
"2015-02-17 01:50:00",964,1010,23.22,22.95,23.06,89.6,88.9,89.3,8.08,2.744,5.625,3.666,11.03,0,0,0,0,0
"2015-02-17 01:55:00",965,1010,23.08,22.88,22.96,90,89.3,89.6,6.88,3.489,4.959,356.3,15.27,0,0,0,0,0
"2015-02-17 02:00:00",966,1010,23.15,22.78,22.91,90.1,89.7,89.9,8.64,4.038,6.041,0.048,14.35,0,0,0,0,0
"2015-02-17 02:05:00",967,1010,23.05,22.78,22.92,90.5,89.9,90.2,7.997,4.057,6.148,2.056,10.25,0,0,0,0,0
"2015-02-17 02:10:00",968,1010,23.05,22.78,22.9,90.9,90,90.5,8.72,3.097,5.9,0.633,19.53,0,0,0,0,0
"2015-02-17 02:15:00",969,1010,23.08,22.78,22.92,90.4,89.5,89.8,8.19,3.9,6.284,1.497,11.37,0,0,0,0,0
"2015-02-17 02:20:00",970,1010,23.05,22.81,22.92,89.9,88.4,89.5,9,3.332,6.29,1.803,17.61,0,0,0,0,0
"2015-02-17 02:25:00",971,1010,23.15,22.84,23,88.8,88.3,88.5,8.82,2.822,6.057,3.891,16.3,0,0,0.001,0,0
"2015-02-17 02:30:00",972,1010,23.22,22.91,23.01,88.7,87.6,88.3,7.997,3.626,5.941,2.862,16.23,0,0,0,0,0
"2015-02-17 02:35:00",973,1010,23.08,22.84,22.95,88.9,88.2,88.5,9.7,3.332,5.934,1.208,18.15,0,0,0,0,0
"2015-02-17 02:40:00",974,1010,23.01,22.74,22.87,89.4,88.7,89.1,8.06,3.175,5.747,4.736,21.48,0,0,0,0,0
"2015-02-17 02:45:00",975,1010,22.98,22.71,22.84,89.7,89,89.3,7.703,3.332,5.667,3.438,12.73,0,0,0,0,0
"2015-02-17 02:50:00",976,1010,22.95,22.68,22.79,89.7,88.9,89.4,7.154,1.646,5.022,0.77,12.92,0,0,0,0,0
"2015-02-17 02:55:00",977,1010,23.01,22.71,22.85,89.4,88.3,88.8,8.29,2.881,5.585,358.1,11.63,0,0,0,0,0
"2015-02-17 03:00:00",978,1010,22.95,22.71,22.82,89.7,89,89.3,8.74,3.45,5.725,0.758,8.57,0,0,0,0,0
"2015-02-17 03:05:00",979,1010,22.98,22.74,22.87,90.1,89.2,89.6,7.605,2.646,4.69,359.3,12.73,0,0,0,0,0
"2015-02-17 03:10:00",980,1010,23.01,22.74,22.88,90.3,89.8,90,8.09,2.215,5.636,353,21.02,0,0,0,0,0
"2015-02-17 03:15:00",981,1010,23.08,22.84,22.94,90.2,89.8,90,8.7,3.352,5.943,358.9,16.61,0,0,0,0,0
"2015-02-17 03:20:00",982,1010,23.01,22.81,22.91,90.4,89.7,90,8.39,2.803,5.594,352.8,19.81,0,0,0.001,0,0
"2015-02-17 03:25:00",983,1010,22.98,22.68,22.82,90.6,89.8,90.2,7.213,2.862,5.276,351.8,11.62,0,0,0.001,0,0
"2015-02-17 03:30:00",984,1010,22.95,22.68,22.8,90.5,89.9,90.2,9.33,3.626,6.079,354.9,10.8,0,0,0,0,0
"2015-02-17 03:35:00",985,1010,22.95,22.71,22.83,90.5,89.8,90.2,8.6,3.646,5.917,348.5,9.95,0,0,0.001,0,0
"2015-02-17 03:40:00",986,1010,22.95,22.68,22.8,90.6,90.2,90.4,7.37,3.136,5.45,353.2,12.8,0,0,0,0,0
"2015-02-17 03:45:00",987,1010,22.91,22.64,22.8,90.6,90.2,90.5,7.703,2.862,5.583,353,15.98,0,0,0,0,0
"2015-02-17 03:50:00",988,1010,22.98,22.71,22.85,90.8,90.2,90.4,9.15,3.352,6.476,355.1,10.72,0,0,0,0,0
"2015-02-17 03:55:00",989,1010,22.98,22.78,22.87,90.8,90.3,90.6,6.958,3.685,5.433,355.4,16.56,0,0,0,0,0
"2015-02-17 04:00:00",990,1010,22.95,22.74,22.85,91.2,90.8,91,7.644,2.234,5.651,350.1,13.6,0,0,0,0,0
"2015-02-17 04:05:00",991,1010,22.98,22.71,22.88,91.2,90.7,91,7.84,3.724,5.769,349.9,10.24,0,0,0,0,0
"2015-02-17 04:10:00",992,1010,22.98,22.74,22.86,91.6,91.1,91.4,6.703,2.94,5.124,347.8,15.22,0,0,0,0,0
"2015-02-17 04:15:00",993,1010,22.98,22.71,22.83,91.9,91.3,91.6,6.801,4.116,5.542,350.9,18.96,0,0,0,0,0
"2015-02-17 04:20:00",994,1010,22.91,22.68,22.8,92.2,91.7,91.9,7.291,2.862,5.481,348.8,10.08,0,0,0,0,0
"2015-02-17 04:25:00",995,1010,22.95,22.68,22.79,92.5,92,92.3,6.86,2.568,4.988,356,12.6,0,0,0,0,0
"2015-02-17 04:30:00",996,1010,22.98,22.64,22.79,92.7,92.3,92.5,6.448,2.117,4.585,4.44,16.6,0,0,0,0,0
"2015-02-17 04:35:00",997,1010,22.95,22.71,22.82,92.5,91.8,92.1,7.37,2.999,5.076,356.9,14.25,0,0,0,0,0
"2015-02-17 04:40:00",998,1010,23.05,22.74,22.87,91.9,91.3,91.5,6.742,3.273,4.951,354.5,10.59,0,0,0,0,0
"2015-02-17 04:45:00",999,1010,23.01,22.74,22.89,91.6,90.8,91.1,6.978,3.195,5.05,352,11.3,0,0,0,0,0
"2015-02-17 04:50:00",1000,1010,23.01,22.78,22.89,91.5,90.7,91.1,6.311,1.823,4.482,352.3,12.48,0,0,0,0,0
"2015-02-17 04:55:00",1001,1010,22.98,22.74,22.85,91.7,91,91.4,7.291,3.312,4.798,358.3,11.82,0,0,0,0,0
"2015-02-17 05:00:00",1002,1010,23.01,22.74,22.87,91.3,90.7,91,6.782,2.666,5.044,352.6,12.11,0,0,0,0,0
"2015-02-17 05:05:00",1003,1010,23.08,22.81,22.93,91.1,90.5,90.9,6.409,3.214,4.693,351.6,15.3,0,0,0,0,0
"2015-02-17 05:10:00",1004,1010,23.08,22.81,22.92,91.2,89.9,90.9,8.49,4.371,6.114,345.5,7.316,0,0,0.001,0,0
"2015-02-17 05:15:00",1005,1010,23.05,22.81,22.93,91,89.1,90.1,8.35,4.351,6.594,345.4,10.51,0,0,0,0,0
"2015-02-17 05:20:00",1006,1010,23.01,22.68,22.83,92.1,90.9,91.7,6.938,3.685,5.432,346.4,12.06,0,0,0.001,0,0
"2015-02-17 05:25:00",1007,1010,22.95,22.64,22.77,92.3,91.4,91.8,8.21,3.724,6.119,349.6,21.18,0,0,0,0,0
"2015-02-17 05:30:00",1008,1010,22.91,22.68,22.78,91.9,91.3,91.7,6.86,3.312,5.091,357.3,14.58,0,0,0,0,0
"2015-02-17 05:35:00",1009,1010,23.12,22.71,22.86,91.4,90.2,90.9,8.8,3.763,6.428,347.9,10.8,0,0,0.001,0,0
"2015-02-17 05:40:00",1010,1010,23.05,22.74,22.89,91.4,90.6,91.1,8.58,3.077,5.598,350.6,12.82,0,0,0,0,0
"2015-02-17 05:45:00",1011,1010,23.08,22.78,22.9,91.6,91.2,91.4,7.683,3.528,5.601,354.8,14.7,0,0,0,0,0
"2015-02-17 05:50:00",1012,1010,23.01,22.74,22.86,92.2,91.5,91.9,6.566,2.901,4.769,351.3,11.66,0,0,0,0,0
"2015-02-17 05:55:00",1013,1010,22.95,22.68,22.8,92.7,91.8,92.3,7.683,2.47,4.948,348.8,11.58,0,0,0,0,0
"2015-02-17 06:00:00",1014,1010,22.95,22.68,22.82,92.4,91.4,92,7.115,2.783,5.313,350.1,18.38,0,0,0,0,0
"2015-02-17 06:05:00",1015,1010,22.91,22.68,22.79,92.5,92.1,92.3,7.311,2.372,5,350.6,11.88,0,0,0,0,0
"2015-02-17 06:10:00",1016,1010,22.88,22.64,22.79,92.8,92.3,92.5,6.938,2.822,5.328,348.2,10.39,0,0,0.004,0.001,0
"2015-02-17 06:15:00",1017,1010,22.91,22.61,22.76,92.9,92.6,92.7,7.918,4.41,6.078,348.4,12.6,0,0,0.027,0.012,0
"2015-02-17 06:20:00",1018,1010,22.91,22.71,22.8,93,92.5,92.8,7.213,3.763,5.555,346.3,9.06,0.184,0.167,0.138,0.126,0
"2015-02-17 06:25:00",1019,1010,22.88,22.64,22.77,93.6,93,93.2,6.978,2.92,5.261,346.8,13.93,0.512,0.523,0.425,0.421,0
"2015-02-17 06:30:00",1020,1010,22.88,22.61,22.71,93.9,93.5,93.7,6.801,2.528,5.007,3.018,13.15,2.593,2.654,2.016,2.024,0
"2015-02-17 06:35:00",1021,1010,22.84,22.61,22.73,93.9,93.4,93.6,7.428,2.548,4.742,355.2,11.4,3.844,4.039,5.832,5.905,0
"2015-02-17 06:40:00",1022,1010,22.91,22.61,22.78,93.9,92.9,93.4,8.04,2.666,5.286,358.7,8.72,3.828,3.994,9.77,9.92,0
"2015-02-17 06:45:00",1023,1010,22.98,22.74,22.87,93,92.6,92.8,7.154,2.626,5.317,359.2,9.36,8.23,8.64,18.59,18.81,0
"2015-02-17 06:50:00",1024,1010,23.05,22.74,22.89,93,92.5,92.7,6.154,1.744,4.22,350.3,10.99,15.49,16.26,31.47,31.81,0
"2015-02-17 06:55:00",1025,1010,23.05,22.78,22.92,93.3,92.6,93,6.096,2.274,4.374,347.6,12.37,27.4,28.56,56.4,56.41,0
"2015-02-17 07:00:00",1026,1010,23.05,22.78,22.91,93.5,93,93.3,7.742,3.43,5.294,345,8.5,44.56,46.66,91.2,91,0
"2015-02-17 07:05:00",1027,1010,23.08,22.84,22.93,93.3,92.9,93.1,6.664,2.548,4.914,348.5,7.693,52.03,54.48,111,110.1,0
"2015-02-17 07:10:00",1028,1010,23.08,22.81,22.95,93.2,92.6,92.8,6.233,2.999,4.812,348.5,12.46,63.69,66.14,139.3,138.2,0
"2015-02-17 07:15:00",1029,1010,23.08,22.84,22.97,93,92.4,92.7,7.036,2.96,5.197,350.2,12.26,65.79,68.51,160.5,160.8,0
"2015-02-17 07:20:00",1030,1010,23.22,22.88,22.98,93,92.6,92.9,6.86,2.842,5.212,347.9,10.77,70.2,72.73,175.6,175.8,0
"2015-02-17 07:25:00",1031,1010,23.15,22.88,23.02,93,92.5,92.7,8.11,3.116,5.879,346.6,11.41,76,79.31,186.1,186.6,0
"2015-02-17 07:30:00",1032,1010,23.22,22.95,23.07,92.7,91.8,92.2,7.526,3.077,5.551,348.2,15.11,69.43,72.14,179.1,179.6,0
"2015-02-17 07:35:00",1033,1010,23.25,23.01,23.11,92.8,92,92.3,6.703,2.96,4.75,347.9,18.22,92.2,95.1,230.1,228.6,0
"2015-02-17 07:40:00",1034,1010,23.28,23.01,23.14,92.5,91.2,92.1,8.47,3.508,5.41,349.6,9.15,143,147.5,"NAN","NAN",0
"2015-02-17 07:45:00",1035,1010,23.45,23.08,23.29,91.7,90.8,91.2,8.39,3.548,5.875,348.1,9.16,170.4,176.1,"NAN","NAN",0
"2015-02-17 07:50:00",1036,1010,23.52,23.25,23.36,91.7,91,91.4,6.958,3.254,4.826,347.8,13.21,191.1,197.4,"NAN","NAN",0
"2015-02-17 07:55:00",1037,1010,23.55,23.28,23.39,91.9,90.6,91.2,7.703,2.881,5.293,346.2,14.13,171.9,177.2,"NAN","NAN",0
"2015-02-17 08:00:00",1038,1010,23.62,23.35,23.52,91.3,90.5,90.9,7.134,3.704,5.383,348.7,9.14,226.5,233,"NAN","NAN",0
"2015-02-17 08:05:00",1039,1010,23.69,23.42,23.56,91.5,90.5,91.2,6.017,2.038,4.172,346.9,11.44,260,266.9,"NAN","NAN",0
"2015-02-17 08:10:00",1040,1010,23.86,23.52,23.7,91.3,89.5,90.3,6.723,2.705,4.579,344.3,13.64,280.6,287.8,"NAN","NAN",0
"2015-02-17 08:15:00",1041,1010,24.03,23.66,23.85,89.9,88.1,89.4,7.115,1.94,4.183,353.8,18.58,299.1,306.6,"NAN","NAN",0
"2015-02-17 08:20:00",1042,1010,24.26,23.93,24.08,89.2,87.5,88.3,6.448,1.823,4.7,1.791,18.22,329.5,336.9,"NAN","NAN",0
"2015-02-17 08:25:00",1043,1010,24.3,24.03,24.18,87.9,86.6,87.3,8.29,2.215,4.454,353.9,15.56,343.4,350.9,"NAN","NAN",0
"2015-02-17 08:30:00",1044,1010,24.39,24.12,24.26,88.1,86.1,87,6.546,2.94,4.875,346.1,8.6,351.7,359.2,"NAN","NAN",0
"2015-02-17 08:35:00",1045,1010,24.42,24.15,24.32,88,86.5,87.2,6.252,2.842,4.745,348.4,12.1,340,347.5,"NAN","NAN",0
"2015-02-17 08:40:00",1046,1010,24.59,24.25,24.4,87.8,86.5,87.1,6.605,2.568,4.13,347.1,13.51,363.5,370.5,"NAN","NAN",0
"2015-02-17 08:45:00",1047,1010,24.79,24.38,24.57,87.1,84.6,86,5.547,2.352,3.771,354.9,13.78,384.1,391.7,"NAN","NAN",0
"2015-02-17 08:50:00",1048,1010,24.89,24.58,24.72,85.9,81.9,84.2,7.448,2.568,5,358.9,12.79,387.4,395.6,"NAN","NAN",0
"2015-02-17 08:55:00",1049,1010,25.02,24.65,24.81,83.9,81.3,82.8,7.272,2.274,4.926,2.451,14.27,432.1,440.5,"NAN","NAN",0
"2015-02-17 09:00:00",1050,1010,24.95,24.68,24.83,83.3,81.2,82.4,6.86,3.195,5.214,359.9,16.7,343.6,351.5,"NAN","NAN",0
"2015-02-17 09:05:00",1051,1010,25.16,24.75,24.9,82.9,80.3,81.8,7.664,2.666,5.237,9.37,14.22,476.6,485.1,"NAN","NAN",0
"2015-02-17 09:10:00",1052,1010,25.26,24.92,25.12,82.3,79.86,81,7.703,1.803,4.915,2.639,13.15,510.4,518.7,"NAN","NAN",0
"2015-02-17 09:15:00",1053,1010,25.53,25.09,25.33,81.4,76.96,79.42,6.527,2.234,4.483,5.622,22.04,529,537.1,"NAN","NAN",0
"2015-02-17 09:20:00",1054,1010,25.63,25.26,25.44,79.86,76.75,78.44,6.938,3.391,5.228,4.011,14.19,549.7,558,"NAN","NAN",0
"2015-02-17 09:25:00",1055,1010,25.83,25.33,25.63,79.22,76.69,78.04,6.546,2.489,4.473,8.07,15.39,585.6,593.7,"NAN","NAN",0
"2015-02-17 09:30:00",1056,1010,25.83,25.39,25.62,78.78,75.57,77.46,9.41,4.508,7.108,356.2,16.8,626.6,634.7,"NAN","NAN",0
"2015-02-17 09:35:00",1057,1010,25.7,25.29,25.5,79.36,77.3,78.08,7.958,2.058,5.912,2.299,15.3,653.3,661.3,"NAN","NAN",0
"2015-02-17 09:40:00",1058,1010,25.8,25.46,25.66,78.58,76.15,77.34,7.762,2.685,5.691,6.969,16.4,586.8,594.2,"NAN","NAN",0
"2015-02-17 09:45:00",1059,1010,26.14,25.66,25.85,79.46,74.25,76.85,7.722,3.371,4.855,4.404,21.03,592.6,599,"NAN","NAN",0
"2015-02-17 09:50:00",1060,1010,26.17,25.8,25.97,77.77,70.97,74.67,8.53,2.666,5.308,358.2,11.94,376.7,383.5,"NAN","NAN",0
"2015-02-17 09:55:00",1061,1010,25.96,25.59,25.78,77.83,72.86,75.72,7.017,1.999,5.286,359.2,12.76,309.4,318.2,"NAN","NAN",0
"2015-02-17 10:00:00",1062,1010,25.83,25.56,25.69,77.93,72.83,75.73,7.468,2.842,5.427,351.9,11.52,643.1,658.1,"NAN","NAN",0
"2015-02-17 10:05:00",1063,1010,26.16,25.69,25.94,76.17,72.62,74.79,8.02,2.96,5.477,346.7,16.37,677.2,689.6,"NAN","NAN",0
"2015-02-17 10:10:00",1064,1010,26.16,25.79,25.94,76.85,73.13,75.3,8.47,5.135,6.906,348.8,7.793,794.3,804,"NAN","NAN",0
"2015-02-17 10:15:00",1065,1010,26.23,25.86,26.07,78.16,74.21,76.48,7.703,2.822,5.233,350.4,17.42,652.8,664.3,"NAN","NAN",0
"2015-02-17 10:20:00",1066,1010,26.26,25.82,25.99,79.38,75.12,77.6,8.02,1.862,5.393,342.5,20.58,305.5,315.4,"NAN","NAN",0
"2015-02-17 10:25:00",1067,1010,25.96,25.59,25.76,79.35,72.62,75.74,10.11,4.214,6.975,345.7,9.8,630.2,637.9,"NAN","NAN",0
"2015-02-17 10:30:00",1068,1010,26.13,25.72,25.93,74.88,71.3,73.43,8.51,3.058,6.385,349.7,13.05,707.6,714.1,"NAN","NAN",0
"2015-02-17 10:35:00",1069,1010,26.26,25.89,26.04,76.5,72.99,74.56,10.56,4.43,6.947,349.7,9.65,815,823,"NAN","NAN",0
"2015-02-17 10:40:00",1070,1010,26.77,26.06,26.48,77.38,74.48,75.87,6.801,2.685,5.085,348.4,17.21,896,904,"NAN","NAN",0
"2015-02-17 10:45:00",1071,1010,26.77,26.33,26.53,76.98,73.6,75.53,7.585,2.607,5.702,348.7,16.56,612.6,620.8,"NAN","NAN",0
"2015-02-17 10:50:00",1072,1010,26.6,26.05,26.31,76.63,72.99,74.99,10.27,3.724,7.457,346.5,12.09,652.2,664.1,"NAN","NAN",0
"2015-02-17 10:55:00",1073,1010,26.12,25.78,25.97,78.32,75.42,77.08,8.25,4.743,6.502,348.8,9.35,629.9,652.4,"NAN","NAN",0
"2015-02-17 11:00:00",1074,1010,26.56,25.88,26.26,78.16,75.31,76.59,8.29,3.136,5.808,349.3,15.84,822,833,"NAN","NAN",0
"2015-02-17 11:05:00",1075,1010,26.52,25.98,26.23,77.34,73.93,75.79,9.98,3.293,6.523,347.5,16.07,693.5,712.1,"NAN","NAN",0
"2015-02-17 11:10:00",1076,1010,26.56,26.15,26.27,75.72,71.79,73.92,10.72,4.606,7.759,346.7,8.64,625.8,639.6,"NAN","NAN",0
"2015-02-17 11:15:00",1077,1010,26.22,25.85,26.05,77.54,74.36,76.23,10.92,4.136,7.654,357.5,19.49,604.9,621,"NAN","NAN",0
"2015-02-17 11:20:00",1078,1010,26.22,25.91,26.04,77.74,74.06,75.71,9.74,5.272,7.356,349.2,15.71,497.4,515.1,"NAN","NAN",0
"2015-02-17 11:25:00",1079,1010,26.28,25.95,26.12,76.22,72.91,74.3,9.92,3.822,6.768,346.9,10.12,484.3,498.5,"NAN","NAN",0
"2015-02-17 11:30:00",1080,1010,26.49,26.01,26.22,76.19,71.69,74.43,9.7,3.783,6.532,342,18.23,609.2,630.6,"NAN","NAN",0
"2015-02-17 11:35:00",1081,1010,26.55,26.08,26.29,77.1,73.72,75.42,10.31,4.077,6.839,348.5,10.84,465,485.1,"NAN","NAN",0
"2015-02-17 11:40:00",1082,1010,26.18,25.85,25.98,77.24,74.09,75.78,9.13,3.724,6.348,349.9,17.49,434.1,448.7,"NAN","NAN",0
"2015-02-17 11:45:00",1083,1010,26.42,25.88,26.19,78.15,75.25,76.43,7.801,3.685,5.69,339.4,14.95,532.5,555.9,"NAN","NAN",0
"2015-02-17 11:50:00",1084,1010,26.76,26.05,26.38,77.81,73.59,76.01,8.09,3.508,5.883,335.5,13.9,886,901,"NAN","NAN",0
"2015-02-17 11:55:00",1085,1010,26.7,26.05,26.41,79.1,74.17,77.02,10.35,3.587,6.999,347.4,14.76,580.5,597.7,"NAN","NAN",0
"2015-02-17 12:00:00",1086,1010,26.36,25.99,26.19,78.16,74.51,76.74,10.72,4.763,8.49,349.9,10.36,918,930,"NAN","NAN",0
"2015-02-17 12:05:00",1087,1010,26.77,25.99,26.3,79.71,74.85,77.47,9.21,4.469,7.004,345,12.43,1053,1063,"NAN","NAN",0
"2015-02-17 12:10:00",1088,1010,26.96,26.56,26.72,77.51,74.3,75.94,10.84,4.273,7.67,344.5,13.23,928,948,"NAN","NAN",0
"2015-02-17 12:15:00",1089,1010,26.93,26.59,26.78,78.39,74.77,76.31,10.15,4.43,7.46,339.3,19.06,1005,1035,"NAN","NAN",0
"2015-02-17 12:20:00",1090,1010,26.63,25.81,26.09,82.5,78.05,80.7,10.33,4.998,7.661,336.4,9.34,466,521,"NAN","NAN",0
"2015-02-17 12:25:00",1091,1010,26.12,25.54,25.86,84.1,80.8,82.2,10.49,4.175,7.278,334.6,10.79,649,775.5,"NAN","NAN",0
"2015-02-17 12:30:00",1092,1010,26.89,25.81,26.45,83.6,77.3,79.97,9.25,3.548,5.856,345,14.62,1133,1196,"NAN","NAN",0
"2015-02-17 12:35:00",1093,1010,26.96,26.42,26.64,79.74,76.02,77.98,8.82,3.626,6.199,347.2,16.17,814,888,"NAN","NAN",0
"2015-02-17 12:40:00",1094,1010,26.83,26.28,26.51,80.3,75.78,78.47,10.35,3.352,6.079,352.4,19.76,541.3,605.3,"NAN","NAN",0
"2015-02-17 12:45:00",1095,1010,26.55,25.81,26.07,77.68,71.15,75.05,11.39,6.782,8.81,349.3,14.2,470,505.5,"NAN","NAN",0
